,Protein1,Protein2,Interacting
11536,P00431,P41811,0
11537,P10507,P40056,0
11538,P10507,Q04410,0
11539,P10507,Q01590,0
11540,P07236,P40056,0
11541,P07236,Q01590,0
11542,P07236,P22804,0
11543,P07236,P15303,0
11544,P11914,P40527,0
11545,P11914,P38334,0
11546,P11914,Q04183,0
11547,P11914,P37296,0
11548,P11914,P32893,0
11549,P11914,Q06385,0
11550,P09624,P39524,0
11551,P09624,Q02804,0
11552,Q07540,P38682,0
11553,Q07540,P17065,0
11554,P15424,P47160,0
11555,P15424,P15303,0
11556,P15424,P22803,0
11557,P15424,P22219,0
11558,Q06892,Q12114,0
11559,Q06892,Q99394,0
11560,Q06892,P38555,0
11561,Q02784,P38334,0
11562,Q02784,P25385,0
11563,Q02784,Q04338,0
11564,P08417,P20606,0
11565,P08417,P41811,0
11566,P08417,P41806,0
11567,P08417,P41318,0
11568,P08417,P40527,0
11569,P28241,P13134,0
11570,P28241,Q99394,0
11571,P28241,P25386,0
11572,P28241,P13134,0
11573,P53193,P38153,0
11574,P53193,P40107,0
11575,P53193,Q03784,0
11576,P53193,P41811,0
11577,P53193,P11075,0
11578,P40185,P38682,0
11579,P40185,P13134,0
11580,P40185,Q08951,0
11581,P40185,P38334,0
11582,Q03020,P41806,0
11583,Q03020,Q03337,0
11584,Q03020,P40955,0
11585,Q03020,P38182,0
11586,Q12184,Q04183,0
11587,Q12184,P22219,0
11588,Q12184,P41811,0
11589,Q12184,P40955,0
11590,Q12184,Q05919,0
11591,P36775,P39107,0
11592,P36775,Q02804,0
11593,P36775,P22804,0
11594,P36775,Q04651,0
11595,P36775,P13134,0
11596,Q08230,P32913,0
11597,Q08230,P35197,0
11598,P00045,Q05919,0
11599,P00045,Q05919,0
11600,P00045,P15303,0
11601,P00045,P22803,0
11602,P00045,Q03322,0
11603,Q01519,P40527,0
11604,Q01519,P37296,0
11605,Q01519,Q99394,0
11606,Q01519,P20606,0
11607,Q01519,P40107,0
11608,P50861,P47064,0
11609,P50861,Q03337,0
11610,P50861,P15303,0
11611,P50861,Q05919,0
11612,P50861,P11076,0
11613,P00175,Q03337,0
11614,P00175,P35845,0
11615,P00175,P35845,0
11616,P00175,P53192,0
11617,P00175,P11655,0
11618,P00175,Q04183,0
11619,P07143,Q06385,0
11620,P07143,P40509,0
11621,P07143,Q04183,0
11622,P07143,Q03322,0
11623,P07143,P40527,0
11624,P07143,P38817,0
11625,P16622,P11076,0
11626,P16622,Q08484,0
11627,P16622,P37296,0
11628,P16622,P38153,0
11629,P16622,Q04651,0
11630,P33421,Q03630,0
11631,P33421,P46682,0
11632,P00410,Q05919,0
11633,P00410,P32893,0
11634,P00410,Q06385,0
11635,P00410,P35197,0
11636,P00854,P40955,0
11637,P00854,P25386,0
11638,P00854,Q12114,0
11639,P00854,Q06385,0
11640,P00854,Q04338,0
11641,P18239,P40482,0
11642,P18239,Q12114,0
11643,P18239,P38682,0
11644,P18239,Q01590,0
11645,P18239,P15303,0
11646,P07255,P41811,0
11647,P07255,P32613,0
11648,P07255,P53192,0
11649,P07255,P35197,0
11650,P07255,Q03322,0
11651,P04039,P40107,0
11652,P04039,Q08484,0
11653,P04039,P25386,0
11654,P04039,P46682,0
11655,P04039,Q03784,0
11656,P08525,Q12154,0
11657,P08525,P17065,0
11658,P08525,Q99394,0
11659,P00128,P36149,0
11660,P00128,P35197,0
11661,P00128,Q99394,0
11662,P00427,P24280,0
11663,P00427,P31109,0
11664,P00427,Q03784,0
11665,P00427,P40955,0
11666,P00424,Q04338,0
11667,P00424,P47160,0
11668,P00424,P46682,0
11669,P00424,Q02804,0
11670,P00424,P13134,0
11671,P00424,P32613,0
11672,P00424,P40955,0
11673,P04037,P38334,0
11674,P04037,Q03784,0
11675,Q01852,P22543,0
11676,Q01852,P43621,0
11677,Q01852,P35844,0
11678,Q01852,P39524,0
11679,P87108,P38995,0
11680,P87108,P37296,0
11681,P87108,P17065,0
11682,P87108,P37296,0
11683,P87108,P38153,0
11684,P87108,P38555,0
11685,P32830,Q02804,0
11686,P32830,Q12154,0
11687,P32830,P40056,0
11688,Q12208,Q12405,0
11689,Q12208,P38137,0
11690,P36146,P80667,0
11691,P36146,P41903,0
11692,P36146,Q05871,0
11693,P36146,Q04370,0
11694,P12689,P29340,0
11695,P12689,Q12405,0
11696,P12689,P80667,0
11697,P12689,Q04370,0
11698,P34111,P41903,0
11699,P34111,P23542,0
11700,P34111,P50091,0
11701,P34111,P23542,0
11702,P34111,P41903,0
11703,P40051,Q03824,0
11704,P40051,P80667,0
11705,P40051,P39718,0
11706,P40051,Q04370,0
11707,P27692,P41903,0
11708,P27692,P80667,0
11709,P27692,Q04370,0
11710,P17106,Q04370,0
11711,P17106,Q03824,0
11712,P17106,Q03824,0
11713,Q02486,P41903,0
11714,Q02486,P53112,0
11715,Q02486,P80667,0
11716,Q02486,P80667,0
11717,P38077,P41903,0
11718,P38077,P27796,0
11719,P00830,Q05871,0
11720,P00830,P23542,0
11721,P00830,P38137,0
11722,P00830,P53184,0
11723,P00830,P39108,0
11724,P00830,P27796,0
11725,P21306,P38137,0
11726,P21306,P27796,0
11727,Q06405,P53184,0
11728,Q06405,P29340,0
11729,Q06405,P23542,0
11730,Q06405,Q08215,0
11731,Q06405,Q04370,0
11732,Q06405,Q04370,0
11733,Q12349,P80667,0
11734,Q12165,Q03824,0
11735,Q12165,P39108,0
11736,Q12165,Q12405,0
11737,Q12165,P50091,0
11738,P30902,P38137,0
11739,P30902,P41903,0
11740,P30902,P53184,0
11741,P30902,Q12405,0
11742,P09457,P80667,0
11743,P09457,Q03824,0
11744,P09457,Q03824,0
11745,P09457,P50091,0
11746,P05626,Q12405,0
11747,P05626,Q04370,0
11748,P01097,P53184,0
11749,P01097,P23542,0
11750,P32445,P41903,0
11751,P32445,Q04370,0
11752,P32445,P38137,0
11753,P32445,P39108,0
11754,P32445,Q05871,0
11755,P25605,Q04370,0
11756,P14908,P39718,0
11757,P14908,P39108,0
11758,P14908,P39718,0
11759,P14908,Q12405,0
11760,P14908,P39718,0
11761,P21954,Q12405,0
11762,P21954,Q12405,0
11763,Q00539,P39108,0
11764,Q00539,P53112,0
11765,Q00539,Q12527,0
11766,Q00539,P53184,0
11767,P07342,P41903,0
11768,P07342,Q04370,0
11769,P07342,P29340,0
11770,P07342,P53184,0
11771,Q01217,Q05871,0
11772,Q01217,P50091,0
11773,Q01217,Q12527,0
11774,Q01217,P50091,0
11775,P13433,P50091,0
11776,P13433,Q12405,0
11777,P13433,P53112,0
11778,P13433,Q03824,0
11779,P49334,P50091,0
11780,P49334,P50091,0
11781,P53507,Q12527,0
11782,P53507,Q08215,0
11783,P53507,Q03824,0
11784,P33448,P23542,0
11785,P33448,Q04370,0
11786,P33448,P80667,0
11787,P33448,Q05871,0
11788,P33448,P50091,0
11789,P28737,Q08215,0
11790,P28737,P27796,0
11791,P28737,P50091,0
11792,P28737,Q12527,0
11793,P28737,P39108,0
11794,Q92328,P39108,0
11795,Q92328,P23542,0
11796,Q92328,P39718,0
11797,Q92328,P41903,0
11798,Q92328,P80667,0
11799,Q92328,P41903,0
11800,Q92328,P53112,0
11801,Q07807,Q05871,0
11802,Q07807,P23542,0
11803,Q07807,P29340,0
11804,P23644,Q12527,0
11805,P23644,P23542,0
11806,P14693,Q03824,0
11807,P14693,P53112,0
11808,P38825,P39108,0
11809,P38825,P41903,0
11810,P38825,P80667,0
11811,P36130,P38137,0
11812,P36130,Q05871,0
11813,P36130,Q04370,0
11814,P36130,P23542,0
11815,P40515,Q12527,0
11816,P40515,Q12527,0
11817,P40515,Q03824,0
11818,P40515,P39718,0
11819,P40515,Q04370,0
11820,P47025,P53184,0
11821,P47025,Q12405,0
11822,P47025,P41903,0
11823,P38169,P80667,0
11824,P38169,Q08215,0
11825,P38169,P29340,0
11826,P38169,P41903,0
11827,P81450,Q04370,0
11828,P81450,Q05871,0
11829,P61829,Q05871,0
11830,P61829,P53184,0
11831,P61829,Q12405,0
11832,P61829,Q04370,0
11833,P61829,P39718,0
11834,P61829,P80667,0
11835,Q06681,P53112,0
11836,Q06681,P41903,0
11837,Q06681,P23542,0
11838,Q06681,P50091,0
11839,P53721,P39108,0
11840,P53721,P23542,0
11841,P53721,Q12527,0
11842,P53721,Q05871,0
11843,Q03713,P50091,0
11844,Q03713,Q03824,0
11845,Q03713,P53112,0
11846,Q03713,P38137,0
11847,Q03713,P41903,0
11848,Q03713,Q04370,0
11849,P00447,Q12405,0
11850,P40513,P27796,0
11851,P40513,P50091,0
11852,P40513,Q12405,0
11853,P40513,Q03824,0
11854,P00431,Q12405,0
11855,P00431,P27796,0
11856,P00431,P38137,0
11857,P00431,Q08215,0
11858,P00431,Q12527,0
11859,P00431,Q08215,0
11860,P00431,P39718,0
11861,P10507,Q08215,0
11862,P10507,P50091,0
11863,P07236,P39718,0
11864,P07236,Q12405,0
11865,P07236,Q03824,0
11866,P07236,P50091,0
11867,P11914,P53184,0
11868,P11914,Q08215,0
11869,P11914,Q04370,0
11870,P11914,Q04370,0
11871,P09624,P23542,0
11872,P09624,P39718,0
11873,P09624,Q04370,0
11874,P09624,P29340,0
11875,Q07540,P39108,0
11876,Q07540,P29340,0
11877,P15424,P29340,0
11878,P15424,P27796,0
11879,P15424,P23542,0
11880,P15424,P39108,0
11881,P15424,Q04370,0
11882,P15424,Q04370,0
11883,Q06892,P39718,0
11884,Q06892,Q12405,0
11885,Q06892,Q03824,0
11886,Q06892,P80667,0
11887,Q06892,P23542,0
11888,Q06892,P29340,0
11889,Q02784,P29340,0
11890,Q02784,P53184,0
11891,Q02784,P39108,0
11892,Q02784,Q03824,0
11893,P08417,P50091,0
11894,P08417,P38137,0
11895,P08417,Q12405,0
11896,P08417,P39108,0
11897,P08417,P38137,0
11898,P08417,P53184,0
11899,P28241,Q05871,0
11900,P28241,P80667,0
11901,P28241,P41903,0
11902,P28241,P53112,0
11903,P53193,P41903,0
11904,P53193,P53112,0
11905,P53193,P29340,0
11906,P53193,P53184,0
11907,P40185,P29340,0
11908,P40185,Q05871,0
11909,P40185,Q08215,0
11910,Q03020,Q08215,0
11911,Q03020,P27796,0
11912,Q03020,Q03824,0
11913,Q03020,P23542,0
11914,Q03020,P27796,0
11915,Q12184,P41903,0
11916,Q12184,Q04370,0
11917,Q12184,Q12405,0
11918,Q12184,Q04370,0
11919,Q12184,P39108,0
11920,Q12184,P50091,0
11921,Q12184,Q08215,0
11922,P36775,Q05871,0
11923,P36775,Q12405,0
11924,P36775,P23542,0
11925,P36775,Q05871,0
11926,Q08230,P53184,0
11927,Q08230,P29340,0
11928,Q08230,P27796,0
11929,Q08230,Q03824,0
11930,Q08230,Q12527,0
11931,Q08230,P41903,0
11932,P00045,P39108,0
11933,P00045,Q03824,0
11934,Q12287,Q03824,0
11935,Q12287,P53112,0
11936,Q12287,P53112,0
11937,Q12287,Q04370,0
11938,Q12287,P39108,0
11939,Q12287,P39108,0
11940,Q12287,P29340,0
11941,Q01519,P80667,0
11942,Q01519,P39718,0
11943,Q01519,P27796,0
11944,Q01519,Q12527,0
11945,Q01519,Q04370,0
11946,P50861,P39718,0
11947,P50861,P38137,0
11948,P50861,P50091,0
11949,P50861,Q03824,0
11950,P50861,P38137,0
11951,P00175,P41903,0
11952,P00175,Q05871,0
11953,P00175,Q05871,0
11954,P00175,P38137,0
11955,P07143,P53184,0
11956,P07143,P80667,0
11957,P07143,P29340,0
11958,P07143,Q03824,0
11959,P16622,Q03824,0
11960,P16622,Q05871,0
11961,P16622,Q05871,0
11962,P16622,Q08215,0
11963,P16622,Q04370,0
11964,P16622,Q03824,0
11965,P33421,P53184,0
11966,P33421,P39108,0
11967,P33421,P23542,0
11968,P33421,P50091,0
11969,P33421,Q12405,0
11970,P00410,P23542,0
11971,P00410,P23542,0
11972,P00410,P27796,0
11973,P00410,P39718,0
11974,P00410,P50091,0
11975,P00410,P29340,0
11976,P00854,Q12527,0
11977,P00854,P29340,0
11978,P00854,P23542,0
11979,P00854,P23542,0
11980,P00854,Q12405,0
11981,P18239,Q12405,0
11982,P18239,Q03824,0
11983,P18239,P39718,0
11984,P18239,Q05871,0
11985,P07255,Q12527,0
11986,P07255,P41903,0
11987,P07255,P39718,0
11988,P07255,Q08215,0
11989,P07255,P53184,0
11990,P04039,P39718,0
11991,P04039,Q04370,0
11992,P04039,P27796,0
11993,P04039,P53184,0
11994,P04039,P80667,0
11995,P08525,P38137,0
11996,P08525,P39108,0
11997,P00128,P29340,0
11998,P00128,P53184,0
11999,P00128,P80667,0
12000,P00128,Q12527,0
12001,P00128,Q04370,0
12002,P00427,P38137,0
12003,P00427,P53112,0
12004,P00427,P39108,0
12005,P00424,P39108,0
12006,P00424,Q05871,0
12007,P04037,P23542,0
12008,P04037,P38137,0
12009,P04037,P53184,0
12010,P04037,P39108,0
12011,P04037,Q05871,0
12012,Q01852,Q12527,0
12013,Q01852,Q05871,0
12014,Q01852,P53112,0
12015,Q01852,P53184,0
12016,Q01852,P53184,0
12017,O74700,Q12405,0
12018,O74700,Q12527,0
12019,O74700,P53112,0
12020,P87108,P27796,0
12021,P87108,Q03824,0
12022,P32830,P41903,0
12023,P32830,Q08215,0
12024,P32830,P29340,0
12025,P32830,P39718,0
12026,P32830,P41903,0
12027,Q12208,Q02948,0
12028,Q12208,P38247,0
12029,Q12208,P35845,0
12030,Q12208,P07267,0
12031,Q12208,P41807,0
12032,Q12208,Q12527,0
12033,P36146,P07267,0
12034,P36146,P27801,0
12035,P36146,P38182,0
12036,P12689,P47075,0
12037,P12689,Q02205,0
12038,P34111,Q12241,0
12039,P34111,P32600,0
12040,P34111,Q03308,0
12041,P34111,Q04272,0
12042,P40051,P32366,0
12043,P40051,Q02948,0
12044,P40051,P25591,0
12045,P27692,Q02725,0
12046,P17106,Q12324,0
12047,P17106,P27801,0
12048,P17106,P38182,0
12049,P17106,Q12241,0
12050,P17106,P20795,0
12051,Q02486,P32913,0
12052,Q02486,P38182,0
12053,Q02486,Q08001,0
12054,Q02486,P31412,0
12055,Q02486,Q07468,0
12056,Q02486,P47075,0
12057,P38077,P32939,0
12058,P38077,P38182,0
12059,P38077,Q12255,0
12060,P38077,P22855,0
12061,P00830,P31412,0
12062,P00830,Q12380,0
12063,P00830,Q12255,0
12064,P21306,Q12408,0
12065,P21306,P39968,0
12066,P21306,P39968,0
12067,P21306,Q00582,0
12068,Q06405,Q04272,0
12069,Q06405,Q02725,0
12070,Q12349,Q12408,0
12071,Q12349,Q02205,0
12072,Q12165,P41807,0
12073,Q12165,Q02725,0
12074,Q12165,P07267,0
12075,P30902,Q04272,0
12076,P30902,P38247,0
12077,P09457,P07267,0
12078,P05626,P20795,0
12079,P05626,Q04491,0
12080,P05626,Q04272,0
12081,P01097,P53290,0
12082,P01097,P32318,0
12083,P01097,P00729,0
12084,P01097,Q08236,0
12085,P01097,Q04749,0
12086,P01097,Q12408,0
12087,P32445,Q02948,0
12088,P32445,Q07468,0
12089,P32445,P43601,0
12090,P32445,P41318,0
12091,P25605,Q12324,0
12092,P25605,Q08001,0
12093,P14908,P32600,0
12094,P14908,P32939,0
12095,P14908,P27801,0
12096,P21954,Q12527,0
12097,P21954,Q12241,0
12098,P21954,Q08236,0
12099,P21954,Q12255,0
12100,Q00539,P38316,0
12101,Q00539,P00729,0
12102,Q00539,P22203,0
12103,Q00539,P32318,0
12104,Q00539,P20795,0
12105,P07342,P32842,0
12106,P07342,Q04491,0
12107,P07342,Q12380,0
12108,Q01217,Q99385,0
12109,P13433,P18962,0
12110,P13433,P32842,0
12111,P13433,P47075,0
12112,P13433,Q12408,0
12113,P13433,Q12241,0
12114,P13433,Q08236,0
12115,P13433,P41807,0
12116,P49334,P20795,0
12117,P49334,Q99385,0
12118,P49334,P53290,0
12119,P49334,P38182,0
12120,P53507,Q08001,0
12121,P53507,P32318,0
12122,P53507,Q99385,0
12123,P33448,P32366,0
12124,P33448,Q12324,0
12125,P33448,P32913,0
12126,P28737,Q02725,0
12127,P28737,P17255,0
12128,P28737,P38316,0
12129,Q92328,P53290,0
12130,Q92328,P38182,0
12131,Q92328,Q02725,0
12132,Q07807,P31412,0
12133,Q07807,P39968,0
12134,Q07807,P20795,0
12135,P23644,Q03308,0
12136,P23644,P32600,0
12137,P23644,Q12241,0
12138,P23644,P12868,0
12139,P14693,P32939,0
12140,P14693,P32318,0
12141,P14693,P32913,0
12142,P38825,Q00582,0
12143,P38825,P38959,0
12144,P36130,Q02725,0
12145,P36130,Q00582,0
12146,P36130,P35845,0
12147,P36130,P41318,0
12148,P40515,P39968,0
12149,P40515,P27801,0
12150,P40515,Q99385,0
12151,P40515,Q12527,0
12152,P40515,P38247,0
12153,P47025,P18962,0
12154,P47025,P41318,0
12155,P47025,P31412,0
12156,P47025,Q04491,0
12157,P38169,Q12324,0
12158,P38169,P32366,0
12159,P38169,P22203,0
12160,P81450,P32913,0
12161,P81450,P41318,0
12162,P61829,Q02948,0
12163,P61829,P47075,0
12164,P61829,P32366,0
12165,P61829,P12868,0
12166,P61829,P32939,0
12167,Q06681,P12868,0
12168,Q06681,P38959,0
12169,Q06681,P14904,0
12170,Q06681,P22855,0
12171,Q06681,P38182,0
12172,P53721,Q03308,0
12173,P53721,P43601,0
12174,P53721,P25591,0
12175,Q03713,P20795,0
12176,Q03713,P22203,0
12177,Q03713,Q12255,0
12178,Q03713,Q12380,0
12179,Q03713,Q02205,0
12180,P00447,P47075,0
12181,P00447,P38959,0
12182,P00447,Q12408,0
12183,P40513,P47075,0
12184,P40513,P41318,0
12185,P40513,P38247,0
12186,P00431,P38182,0
12187,P00431,Q02948,0
12188,P00431,Q12241,0
12189,P10507,P32912,0
12190,P10507,Q04272,0
12191,P10507,Q08001,0
12192,P10507,P32912,0
12193,P10507,Q08001,0
12194,P07236,P20795,0
12195,P07236,Q12380,0
12196,P07236,P07267,0
12197,P07236,Q02725,0
12198,P07236,P12868,0
12199,P11914,P25591,0
12200,P11914,P20795,0
12201,P11914,Q03308,0
12202,P11914,Q04272,0
12203,P09624,P31412,0
12204,P09624,P14359,0
12205,P09624,Q04749,0
12206,P09624,Q08236,0
12207,P09624,Q08001,0
12208,Q07540,Q02948,0
12209,Q07540,Q04749,0
12210,Q07540,P39968,0
12211,P15424,P47075,0
12212,P15424,Q02205,0
12213,Q06892,P43601,0
12214,Q06892,Q12255,0
12215,Q06892,P38959,0
12216,Q06892,Q04272,0
12217,Q02784,Q07468,0
12218,Q02784,Q12255,0
12219,Q02784,P32912,0
12220,Q02784,P32842,0
12221,P08417,P38247,0
12222,P28241,Q03308,0
12223,P28241,Q02205,0
12224,P53193,P38247,0
12225,P53193,P32939,0
12226,P53193,P32912,0
12227,P53193,P22203,0
12228,P53193,P18962,0
12229,P53193,P18962,0
12230,P40185,P41807,0
12231,P40185,P32318,0
12232,P40185,P17255,0
12233,P40185,P17255,0
12234,P40185,Q04491,0
12235,Q03020,P07267,0
12236,Q03020,P17255,0
12237,Q12184,Q99385,0
12238,Q12184,Q04491,0
12239,Q12184,Q07468,0
12240,Q12184,P53290,0
12241,P36775,Q08001,0
12242,P36775,P32366,0
12243,P36775,Q03308,0
12244,Q08230,Q00582,0
12245,P00045,Q03308,0
12246,P00045,P32366,0
12247,P00045,P00729,0
12248,Q12287,Q03308,0
12249,Q12287,P31412,0
12250,Q12287,Q02205,0
12251,Q12287,P32842,0
12252,Q12287,P12868,0
12253,Q12287,P32842,0
12254,Q01519,Q00582,0
12255,Q01519,P07267,0
12256,Q01519,P17255,0
12257,Q01519,P22203,0
12258,P50861,P07267,0
12259,P00175,P14359,0
12260,P00175,P38316,0
12261,P00175,P43601,0
12262,P00175,P07267,0
12263,P07143,Q04272,0
12264,P07143,P32600,0
12265,P07143,P12868,0
12266,P07143,P41807,0
12267,P16622,P41807,0
12268,P16622,P20795,0
12269,P16622,P41318,0
12270,P16622,P38316,0
12271,P16622,Q08001,0
12272,P16622,P38247,0
12273,P00410,Q00582,0
12274,P00410,P35845,0
12275,P00854,P38247,0
12276,P00854,P38247,0
12277,P00854,P38247,0
12278,P18239,P32842,0
12279,P18239,P31412,0
12280,P18239,P32600,0
12281,P07255,P32600,0
12282,P07255,P25591,0
12283,P07255,Q04272,0
12284,P04039,P32939,0
12285,P04039,Q04491,0
12286,P04039,P32318,0
12287,P08525,P14359,0
12288,P08525,Q04272,0
12289,P08525,Q12241,0
12290,P08525,Q03308,0
12291,P00128,Q02725,0
12292,P00128,P39968,0
12293,P00427,P22855,0
12294,P00427,P38182,0
12295,P00424,P14359,0
12296,P04037,P53290,0
12297,P04037,Q08001,0
12298,P04037,Q02205,0
12299,P04037,Q12380,0
12300,P04037,P14904,0
12301,Q01852,P07267,0
12302,Q01852,P38316,0
12303,Q01852,P31412,0
12304,O74700,P25591,0
12305,O74700,P32366,0
12306,O74700,P27801,0
12307,O74700,P53290,0
12308,O74700,P14904,0
12309,P87108,P27801,0
12310,P87108,Q08236,0
12311,P32830,Q07468,0
12312,P32830,Q04749,0
12313,P32830,P20795,0
12314,Q92328,P20606,0
12315,Q92328,Q05919,0
12316,Q92328,P22803,0
12317,Q92328,Q04651,0
12318,Q06681,Q03630,0
12319,Q06681,P41318,0
12320,Q06681,P43621,0
12321,Q06681,Q04183,0
12322,Q06681,P43555,0
12323,Q06681,P25385,0
12324,Q06681,P11655,0
12325,P25694,P31109,0
12326,P25694,P53622,0
12327,P25694,P35844,0
12328,P25694,Q03660,0
12329,P25694,Q04410,0
12330,P25694,Q03630,0
12331,P53860,P38182,0
12332,P53860,P53192,0
12333,P53860,P40509,0
12334,P53860,P22803,0
12335,P53860,P22803,0
12336,P40075,P36116,0
12337,P40075,P38682,0
12338,P40075,P40107,0
12339,P40075,P22543,0
12340,P40075,Q12114,0
12341,P40075,P35197,0
12342,P32906,P32913,0
12343,P32906,Q03660,0
12344,P32906,Q08484,0
12345,P32906,Q08484,0
12346,P32906,Q08484,0
12347,P33767,P38555,0
12348,P33767,P32613,0
12349,P33767,Q08484,0
12350,P33767,P11076,0
12351,P33767,Q12114,0
12352,P33767,P17065,0
12353,P41543,P43555,0
12354,P41543,P53271,0
12355,P41543,P41318,0
12356,P32361,Q08484,0
12357,P32361,Q12154,0
12358,P32361,P41806,0
12359,P32361,Q03322,0
12360,P32361,Q99394,0
12361,P32361,Q06385,0
12362,P52871,P36116,0
12363,P52871,P40056,0
12364,P52871,P40482,0
12365,P52871,P36149,0
12366,P14906,P31109,0
12367,P14906,P20606,0
12368,P14906,Q03630,0
12369,P46964,P31109,0
12370,P46964,Q03630,0
12371,P46964,Q04651,0
12372,P46964,P22219,0
12373,P46964,P32600,0
12374,P21825,P32893,0
12375,P21825,P47061,0
12376,P21825,P13134,0
12377,P21825,Q12154,0
12378,P21825,Q03630,0
12379,P21825,P38995,0
12380,P21825,P40107,0
12381,P21825,P32893,0
12382,P32915,P32600,0
12383,P32915,P37296,0
12384,P32915,P35845,0
12385,P32915,P36149,0
12386,P32915,P37296,0
12387,P32915,P53271,0
12388,P38353,Q04183,0
12389,P38353,Q03322,0
12390,P38353,P35845,0
12391,P39007,P40056,0
12392,P39007,P11076,0
12393,Q03944,Q12154,0
12394,Q03944,Q99394,0
12395,Q03944,P36149,0
12396,Q03944,P39107,0
12397,Q03944,P11076,0
12398,Q03944,P32893,0
12399,Q12063,Q03660,0
12400,Q12063,P31109,0
12401,Q12063,Q12114,0
12402,Q12063,P25386,0
12403,Q12063,P35844,0
12404,Q05787,P22804,0
12405,Q05787,P32893,0
12406,Q05787,P41811,0
12407,Q05787,P17065,0
12408,Q05787,P38153,0
12409,Q05787,P39524,0
12410,Q12431,P36149,0
12411,Q12431,P39107,0
12412,Q12431,P25386,0
12413,Q12431,P25385,0
12414,P36039,P15303,0
12415,P36039,P11655,0
12416,P36039,P32600,0
12417,P36057,P38555,0
12418,P36057,Q05919,0
12419,P36057,Q03337,0
12420,P36057,P40107,0
12421,P36057,P17065,0
12422,P33775,Q03337,0
12423,P33775,P39524,0
12424,P33775,P13134,0
12425,P33775,Q04410,0
12426,P32341,P41318,0
12427,P32341,P53192,0
12428,P32341,P22803,0
12429,P38307,P25386,0
12430,P38307,P47160,0
12431,P38307,P38995,0
12432,P53008,P25386,0
12433,P53008,P15303,0
12434,P53008,Q04651,0
12435,P53008,P41811,0
12436,P33891,P40527,0
12437,P33754,P17065,0
12438,P33754,P13134,0
12439,P33754,P38334,0
12440,P33754,Q04338,0
12441,P33754,P43555,0
12442,P33754,P38682,0
12443,Q99325,Q12154,0
12444,Q99325,P20606,0
12445,Q99325,P22803,0
12446,Q08001,Q03784,0
12447,Q08001,P35845,0
12448,Q08001,P35197,0
12449,Q08001,Q99394,0
12450,P39986,P40482,0
12451,P39986,Q08951,0
12452,P39986,P32893,0
12453,P39986,Q08484,0
12454,Q03714,P46682,0
12455,Q03714,P38817,0
12456,Q03714,Q01590,0
12457,Q03714,P47061,0
12458,Q12745,P22804,0
12459,Q12745,P32913,0
12460,Q12745,P32913,0
12461,Q12745,P47061,0
12462,Q12745,P35844,0
12463,P25574,P35845,0
12464,P25574,P22543,0
12465,Q08215,Q04338,0
12466,Q08215,P35197,0
12467,Q08215,P32613,0
12468,P35179,P13134,0
12469,P35179,Q04651,0
12470,P35179,P41806,0
12471,P35179,P32600,0
12472,P38428,P37296,0
12473,P38428,P53271,0
12474,P38428,Q03784,0
12475,P38428,P41806,0
12476,P38428,P40056,0
12477,P38428,Q03630,0
12478,P40540,P53622,0
12479,P40540,P39524,0
12480,P40540,P46682,0
12481,P53073,P47061,0
12482,P53073,P22543,0
12483,P53073,Q05919,0
12484,P53073,P43555,0
12485,P53073,P22219,0
12486,P53073,Q03337,0
12487,P38272,P11075,0
12488,P38272,P53271,0
12489,P38272,P53192,0
12490,P38272,Q12154,0
12491,P38272,Q12154,0
12492,P38272,P25385,0
12493,P32916,P38153,0
12494,P32916,P22219,0
12495,P32916,P38334,0
12496,P32916,P40955,0
12497,P48415,P32613,0
12498,P48415,P35197,0
12499,P48415,Q12114,0
12500,P48415,P17065,0
12501,P48415,P31109,0
12502,P39543,P37296,0
12503,P39543,P40527,0
12504,Q03103,P40482,0
12505,Q03103,Q08484,0
12506,Q03103,Q08484,0
12507,Q03103,P35197,0
12508,Q03103,P47061,0
12509,P40318,P40056,0
12510,P40318,Q03322,0
12511,P40318,P35844,0
12512,P32368,P11076,0
12513,P32368,Q04651,0
12514,P32368,P38334,0
12515,P32368,P35845,0
12516,P32368,P22543,0
12517,P53847,P38682,0
12518,P53847,P11075,0
12519,P53847,P22219,0
12520,P53847,P43621,0
12521,Q12284,P40482,0
12522,Q12284,P38182,0
12523,Q08109,P36149,0
12524,Q08109,P43555,0
12525,Q08109,P53622,0
12526,Q08109,Q03784,0
12527,P16603,P53271,0
12528,P16603,Q04410,0
12529,P16603,P46682,0
12530,P16603,P40955,0
12531,P16603,P40509,0
12532,Q92316,P40509,0
12533,Q92316,P22219,0
12534,Q92316,P32893,0
12535,Q92316,P20606,0
12536,Q92316,P24280,0
12537,Q92316,P40527,0
12538,Q02795,P40107,0
12539,Q02795,P32600,0
12540,Q03723,P38182,0
12541,Q03723,P11655,0
12542,Q03723,P35845,0
12543,Q03723,Q03322,0
12544,Q03723,Q12154,0
12545,Q03723,Q12114,0
12546,P48439,P32893,0
12547,P48439,P22804,0
12548,P48439,Q04410,0
